1,4277
101,62865
201,231787
301,516604
401,254881
501,268993
601,378045
701,565356
801,532427
901,186028
1001,218103
1101,248893
1201,286099
1301,331003
1401,41482
1501,44903
1601,47897
1701,51746
1801,56450
1901,61155
2001,71845
2101,71846
2201,77405
2301,83392
2401,89379
2501,94939
2601,101781
2701,108623
2801,121026
2901,121453
3001,129151
3101,136421
3201,144119
3301,152244
3401,159942
3501,167640
3601,175337
3701,183891
3801,192871
3901,201425
4001,211260
4101,220241
4201,229650
4301,239485
4401,248466
4501,259157
4601,269848
4701,279684
4801,291231
4901,301495
5001,312186
5101,324160
5201,335280
5301,346399
5401,365215
5501,369919
5601,434922
5701,399000
5801,407553
5901,435350
6001,433212
6101,447324
6201,459727
6301,478115
6401,492656
6501,502491
6601,516604
6701,529433
6801,543974
6901,557659
7001,574337
7101,588450
7201,603418
7301,619668
7401,635919
7501,651314
7601,676546
7701,687665
7801,698356
7901,718456
8001,733423
8101,750957
8201,815534
8301,795861
8401,815533
8501,825796
8601,839054
8701,861292
8801,878825
8901,895504
9001,914749
9101,933993
9201,951099
9301,971626
9401,990015
9501,1011398
9601,1031069
9701,1052025
9801,1071269
9901,1097356
10001,1126436
10101,1148246
10201,1163214
10301,1189302
10401,1208545
10501,1265851
10601,1243185
10701,1265423
10801,1284240
10901,1308189
11001,1332137
11101,1420661
11201,1384738
11301,1423655
11401,1431780
11501,1476684
11601,1498067
11701,1545963
11801,1539976
11901,1581459
12001,1570340
12101,1644751
12201,1620802
12301,1660574
12401,1691365
12501,1720445
12601,1734558
12701,1750809
12801,1794429
12901,1803410
13001,1830779
13101,1856011
13201,1881242
13301,1911606
13401,1938121
13501,1965062
13601,1993287
13701,2020229
13801,2048455
13901,2247313
14001,2217805
14101,2135269
14201,2155368
14301,2125860
14401,2256294
14501,2248596
14601,2379885
14701,2372187
14801,2328995
14901,2415381
15001,2382879
15101,2377319
15201,2501766
15301,2593284
15401,2518445
15501,2510319
15601,2611245
15701,2657859
15801,2666840
15901,2648023
16001,2836191
16101,2847737
16201,2799840
16301,2698914
16401,2685229
16501,2849447
16601,2760924
16701,2850303
16801,3238611
16901,3060708
17001,2966624
17101,3049589
17201,2955078
17301,3213379
17401,3054721
17501,3180878
17601,3088505
17701,3179167
17801,3415231
17901,3296344
18001,3233479
18101,3317299
18201,3343386
18301,3420791
18401,3427206
18501,3430627
18601,3444740
18701,3838608
18801,3695344
18901,3692778
19001,3687218
19101,3774032
19201,3948514
19301,3867688
19401,3826206
19501,3963054
19601,3908315
19701,4143523
19801,3984009
19901,4076809
20001,4721282
20101,4225205
20201,4270109
20301,4290208
20401,4300044
20501,4268826
20601,4322282
20701,4466401
20801,4997118
20901,4554070
21001,4481369
21101,4574597
21201,4670819
21301,4523279
21401,5362760
21501,4955208
21601,4645588
21701,4796121
21801,4708024
21901,5074950
22001,5350358
22101,5233609
22201,5043305
22301,5388848
22401,5106169
22501,5148934
22601,5210944
22701,5240880
22801,5299896
22901,5359767
23001,5395689
23101,5414506
23201,5456844
23301,5594120
23401,6071381
23501,5624483
23601,6067103
23701,5976014
23801,5610371
23901,5789129
24001,6069670
24101,5948217
24201,5865251
24301,5987988
24401,6028187
24501,6259547
24601,6215927
24701,6417351
24801,6371164
24901,6648711
25001,6431463
25101,6463537
25201,6457550
25301,6548641
25401,6672232
25501,6715425
25601,6767170
25701,6830036
25801,6872373
25901,6918560
26001,7132385
26101,7069093
26201,7069094
26301,7249562
26401,7468948
26501,10958164
26601,10605351
26701,7387694
26801,7433453
26901,7502305
27001,7533952
27101,7605797
27201,7669517
27301,7720835
27401,7759324
27501,8012066
27601,7870942
27701,7994961
27801,7968874
27901,8029173
28001,8080063
28101,8163028
28201,8294744
28301,8539789
28401,8540218
28501,9541351
28601,8553903
28701,8678349
28801,8525249
28901,8671079
29001,8720259
29101,9073072
29201,8635156
29301,8816908
29401,8902439
29501,9209493
29601,9253114
29701,9336506
29801,9330518
29901,9363021
30001,21091814
30101,9258245
30201,9513126
30301,9639712
30401,9565300
30501,9578130
30601,9537931
30701,9671786
30801,9933081
30901,9926666
31001,9718828
31101,13075471
31201,11455523
31301,9866367
31401,10032296
31501,10041277
31601,10039566
31701,15448941
31801,10828585
31901,10453961
32001,10501859
32101,10414190
32201,10637852
32301,10690454
32401,10742627
32501,10791379
32601,11928079
32701,11301568
32801,12169275
32901,12648674
33001,11190807
33101,11285745
33201,11269494
33301,11176694
33401,11142481
33501,10948755
33601,11802777
33701,11526941
33801,11798928
33901,11486742
34001,11743761
34101,11362295
34201,12111970
34301,11862648
34401,11834424
34501,12018313
34601,12230857
34701,12218027
34801,12195789
34901,12378397
35001,12342046
35101,13472332
35201,13158007
35301,12833847
35401,12861217
35501,12776969
35601,13073332
35701,13291007
35801,13174258
35901,13465062
36001,13758003
36101,13846100
36201,13352589
36301,13466344
36401,13013461
36501,13506971
36601,13404762
36701,13412461
36801,13415454
36901,13991502
37001,13799914
37101,13817447
37201,14199341
37301,15152150
37401,14306254
37501,14720221
37601,14678311
37701,14135193
37801,14648376
37901,14735189
38001,14787790
38101,14884439
38201,14801475
38301,16259343
38401,15048230
38501,14765552
38601,14796772
38701,14571826
38801,15243240
38901,15022143
39001,15121359
39101,15136327
39201,15288143
39301,15651648
39401,16636959
39501,15866330
39601,15129484
39701,15603324
39801,15832973
39901,16057063
40001,15784648
40101,16243092
40201,16154567
40301,16117789
40401,16146015
40501,16322207
40601,16558271
40701,17058624
40801,16925197
40901,17107805
41001,17572663
41101,17001747
41201,16946152
41301,17685135
41401,17511081
41501,17561543
41601,17999460
41701,18808150
41801,17997321
41901,18067456
42001,18229964
42101,18292401
42201,18149993
42301,18484417
42401,18838941
42501,19820831
42601,18775221
42701,19210998
42801,18779070
42901,19074150
43001,18914635
43101,18862462
43201,18870160
43301,18971941
43401,19558680
43501,19083558
43601,18894536
43701,18928748
43801,18914208
43901,20339145
44001,19835799
44101,19878992
44201,19902513
44301,19878136
44401,20004721
44501,20209566
44601,19506078
44701,20317335
44801,20582907
44901,22968352
45001,20816833
45101,20470007
45201,20554683
45301,20901081
45401,21247051
45501,21502360
45601,21161949
45701,21608418
45801,22219533
45901,21754247
46001,21472424
46101,21506209
46201,21622102
46301,21646051
46401,22206275
46501,21989456
46601,22911902
46701,22950391
46801,26128702
46901,21966363
47001,21876128
47101,21930867
47201,22730578
47301,22018964
47401,21561376
47501,22488098
47601,23013255
47701,22463294
47801,22370494
47901,22884960
48001,22795580
48101,23987876
48201,23601705
48301,24022088
48401,22986741
48501,23987447
48601,23541406
48701,30944496
48801,23929715
48901,23689374
49001,24305621
49101,23223233
49201,23848460
49301,24515171
49401,24556225
49501,24206833
49601,24428357
49701,24339406
49801,24664421
49901,24371480
50001,24200419
50101,24254302
50201,24930421
50301,24274402
50401,24740971
50501,25204974
50601,25601835
50701,25032630
50801,25223362
50901,25517160
51001,26044028
51101,26035047
51201,25895633
51301,26714159
51401,26064127
51501,26123143
51601,26147520
51701,26484937
51801,26991705
51901,27046017
52001,26723567
52101,28189560
52201,26080378
52301,26307890
52401,26487076
52501,27175596
52601,26490069
52701,27355209
52801,27359914
52901,27735820
53001,27020358
53101,27568180
53201,29377150
53301,27838884
53401,28546222
53501,29484919
53601,36074185
53701,49889495
53801,31893456
53901,27690061
54001,27896190
54101,28167321
54201,29163751
54301,28846006
54401,28593691
54501,29167600
54601,29404947
54701,28746363
54801,29168883
54901,30432169
55001,29458832
55101,29432745
55201,29725687
55301,30123403
55401,29331391
55501,30944496
55601,30121266
55701,30416345
55801,31002229
55901,30684055
56001,30099028
56101,33609626
56201,31397379
56301,30758467
56401,31674926
56501,31639431
56601,31367017
56701,32028594
56801,32763729
56901,42558250
57001,31813486
57101,32351472
57201,31653544
57301,32174851
57401,32304858
57501,32698726
