1,2566
11,11547
21,68424
31,195010
41,432784
51,532000
61,305343
71,459726
81,658157
91,905768
101,921591
111,476832
121,603418
131,751813
141,446469
151,545257
161,661151
171,792440
181,940408
191,1108475
201,1291083
211,1885947
221,1717452
231,1968912
241,2262708
251,3363058
261,3162062
271,3385296
281,3508032
291,3893774
301,4308170
311,4807667
321,5222918
331,5738239
341,6329682
351,6843721
361,7459112
371,8271651
381,8753188
391,9640140
401,10318395
411,10479193
421,11737774
431,13412032
441,14689858
451,14701404
461,16002323
471,16900821
481,17384067
491,19041648
501,21099084
511,20768508
521,21964652
531,23407123
541,25074540
551,26579449
561,27187142
571,28000537
581,30563457
591,33834998
601,35067920
611,35073052
621,39956413
631,39579652
641,41134169
651,43217691
661,46372482
671,46067565
681,61728194
691,51065111
701,64079427
711,57670629
721,58139336
731,61271462
741,62477442
751,65861027
761,68166073
771,70341968
781,73241879
791,75796674
801,79633570
811,83866473
821,84972810
831,89364371
841,90668284
851,94447448
861,97618489
871,100421751
881,104636264
891,108503525
901,110878278
911,117023642
921,121728673
931,125284602
941,131808439
951,131033106
961,135417824
971,138874966
981,144904437
991,148433851
